i,k,t,n,sc,sc_gen
1,ng3,3,2,61,1
1,ng3,3,2,62,1
1,ng3,3,2,63,1
1,ng3,3,2,64,1
1,ng3,3,2,65,1
1,ng3,3,2,66,1
1,ng3,3,2,67,1
1,ng3,3,2,68,1
1,ng3,3,2,69,1
1,ng3,3,2,70,1
1,ng3,3,2,71,1
1,ng3,3,2,72,1
1,ng3,3,2,73,1
1,ng3,3,2,74,1
1,ng3,3,2,75,1
1,ng3,3,2,76,1
1,ng3,3,2,77,1
1,ng3,3,2,78,1
1,ng3,3,2,79,1
1,ng3,3,2,80,1
1,ng3,3,2,81,1
1,ng3,3,2,82,1
1,ng3,3,2,83,1
1,ng3,3,2,84,1
1,ng3,3,2,85,1
1,ng3,3,2,86,1
1,ng3,3,2,87,1
1,ng3,3,2,88,1
1,ng3,3,2,89,1
1,ng3,3,2,90,1
1,ng3,3,2,91,1
1,ng3,3,2,92,1
1,ng3,3,2,93,1
1,ng3,3,2,94,1
1,ng3,3,2,95,1
1,ng3,3,2,96,1
1,ng3,3,2,97,1
1,ng3,3,2,98,1
1,ng3,3,2,99,1
1,ng3,3,2,100,1
1,ng3,3,2,101,1
1,ng3,3,2,102,1
1,ng3,3,2,103,1
1,ng3,3,2,104,1
1,ng3,3,2,105,1
1,ng3,3,2,106,1
1,ng3,3,2,107,1
1,ng3,3,2,108,1
1,ng3,3,2,109,1
1,ng3,3,2,110,1
1,ng3,3,2,111,1
1,ng3,3,2,112,1
1,ng3,3,2,113,1
1,ng3,3,2,114,1
1,ng3,3,2,115,1
1,ng3,3,2,116,1
1,ng3,3,2,117,1
1,ng3,3,2,118,1
1,ng3,3,2,119,1
1,ng3,3,2,120,1
1,ng3,3,2,121,1
1,ng3,3,2,122,1
1,ng3,3,2,123,1
1,ng3,3,2,124,1
1,ng3,3,2,125,1
1,ng3,3,2,126,1
1,ng3,3,2,127,1
1,ng3,3,2,128,1
1,ng3,3,2,129,1
1,ng3,3,2,130,1
1,ng3,3,2,131,1
1,ng3,3,2,132,1
1,ng3,3,2,133,1
1,ng3,3,2,134,1
1,ng3,3,2,135,1
1,ng3,3,2,136,1
1,ng3,3,2,137,1
1,ng3,3,2,138,1
1,ng3,3,2,139,1
1,ng3,3,2,140,1
1,ng3,3,2,141,1
1,ng3,3,2,142,1
1,ng3,3,2,143,1
1,ng3,3,2,144,1
1,ng3,3,2,145,1
1,ng3,3,2,146,1
1,ng3,3,2,147,1
1,ng3,3,2,148,1
1,ng3,3,2,149,1
1,ng3,3,2,150,1
1,ng3,3,2,151,1
1,ng3,3,2,152,1
1,ng3,3,2,153,1
1,ng3,3,2,154,1
1,ng3,3,2,155,1
1,ng3,3,2,156,1
1,ng3,3,2,157,1
1,ng3,3,2,158,1
1,ng3,3,2,159,1
1,ng3,3,2,160,1
1,ng3,3,2,161,1
1,ng3,3,2,162,1
1,ng3,3,2,163,1
1,ng3,3,2,164,1
1,ng3,3,2,165,1
1,ng3,3,2,166,1
1,ng3,3,2,167,1
1,ng3,3,2,168,1
1,ng3,3,2,169,1
1,ng3,3,2,170,1
1,ng3,3,2,171,1
1,ng3,3,2,172,1
1,ng3,3,2,173,1
1,ng3,3,2,174,1
1,ng3,3,2,175,1
1,ng3,3,2,176,1
1,ng3,3,2,177,1
1,ng3,3,2,178,1
1,ng3,3,2,179,1
1,ng3,3,2,180,1
1,ng3,3,2,181,1
1,ng3,3,2,182,1
1,ng3,3,2,183,1
1,ng3,3,2,184,1
1,ng3,3,2,185,1
1,ng3,3,2,186,1
1,ng3,3,2,187,1
1,ng3,3,2,188,1
1,ng3,3,2,189,1
1,ng3,3,2,190,1
1,ng3,3,2,191,1
1,ng3,3,2,192,1
1,ng3,3,2,193,1
1,ng3,3,2,194,1
1,ng3,3,2,195,1
1,ng3,3,2,196,1
1,ng3,3,2,197,1
1,ng3,3,2,198,1
1,ng3,3,2,199,1
1,ng3,3,2,200,1
1,ng3,3,3,1,1
1,ng3,3,3,2,1
1,ng3,3,3,3,1
1,ng3,3,3,4,1
1,ng3,3,3,5,1
1,ng3,3,3,6,1
1,ng3,3,3,7,1
1,ng3,3,3,8,1
1,ng3,3,3,9,1
1,ng3,3,3,10,1
1,ng3,3,3,11,1
1,ng3,3,3,12,1
1,ng3,3,3,13,1
1,ng3,3,3,14,1
1,ng3,3,3,15,1
1,ng3,3,3,16,1
1,ng3,3,3,17,1
1,ng3,3,3,18,1
1,ng3,3,3,19,1
1,ng3,3,3,20,1
1,ng3,3,3,21,1
1,ng3,3,3,22,1
1,ng3,3,3,23,1
1,ng3,3,3,24,1
1,ng3,3,3,25,1
1,ng3,3,3,26,1
1,ng3,3,3,27,1
1,ng3,3,3,28,1
1,ng3,3,3,29,1
1,ng3,3,3,30,1
1,ng3,3,3,31,1
1,ng3,3,3,32,1
1,ng3,3,3,33,1
1,ng3,3,3,34,1
1,ng3,3,3,35,1
1,ng3,3,3,36,1
1,ng3,3,3,37,1
1,ng3,3,3,38,1
1,ng3,3,3,39,1
1,ng3,3,3,40,1
1,ng3,3,3,41,1
1,ng3,3,3,42,1
1,ng3,3,3,43,1
1,ng3,3,3,44,1
1,ng3,3,3,45,1
1,ng3,3,3,46,1
1,ng3,3,3,47,1
1,ng3,3,3,48,1
1,ng3,3,3,49,1
1,ng3,3,3,50,1
1,ng3,3,3,51,1
1,ng3,3,3,52,1
1,ng3,3,3,53,1
1,ng3,3,3,54,1
1,ng3,3,3,55,1
1,ng3,3,3,56,1
1,ng3,3,3,57,1
1,ng3,3,3,58,1
1,ng3,3,3,59,1
1,ng3,3,3,60,1
1,ng3,3,3,61,1
1,ng3,3,3,62,1
1,ng3,3,3,63,1
1,ng3,3,3,64,1
1,ng3,3,3,65,1
1,ng3,3,3,66,1
1,ng3,3,3,67,1
1,ng3,3,3,68,1
1,ng3,3,3,69,1
1,ng3,3,3,70,1
1,ng3,3,3,71,1
1,ng3,3,3,72,1
1,ng3,3,3,73,1
1,ng3,3,3,74,1
1,ng3,3,3,75,1
1,ng3,3,3,76,1
1,ng3,3,3,77,1
1,ng3,3,3,78,1
1,ng3,3,3,79,1
1,ng3,3,3,80,1
1,ng3,3,3,81,1
1,ng3,3,3,82,1
1,ng3,3,3,83,1
1,ng3,3,3,84,1
1,ng3,3,3,85,1
1,ng3,3,3,86,1
1,ng3,3,3,87,1
1,ng3,3,3,88,1
1,ng3,3,3,89,1
1,ng3,3,3,90,1
1,ng3,3,3,91,1
1,ng3,3,3,92,1
1,ng3,3,3,93,1
1,ng3,3,3,94,1
1,ng3,3,3,95,1
1,ng3,3,3,96,1
1,ng3,3,3,97,1
1,ng3,3,3,98,1
1,ng3,3,3,99,1
1,ng3,3,3,100,1
1,ng3,3,3,101,1
1,ng3,3,3,102,1
1,ng3,3,3,103,1
1,ng3,3,3,104,1
1,ng3,3,3,105,1
1,ng3,3,3,106,1
1,ng3,3,3,107,1
1,ng3,3,3,108,1
1,ng3,3,3,109,1
1,ng3,3,3,110,1
1,ng3,3,3,111,1
1,ng3,3,3,112,1
1,ng3,3,3,113,1
1,ng3,3,3,114,1
1,ng3,3,3,115,1
1,ng3,3,3,116,1
1,ng3,3,3,117,1
1,ng3,3,3,118,1
1,ng3,3,3,119,1
1,ng3,3,3,120,1
1,ng3,3,3,121,1
1,ng3,3,3,122,1
1,ng3,3,3,123,1
1,ng3,3,3,124,1
1,ng3,3,3,125,1
1,ng3,3,3,126,1
1,ng3,3,3,127,1
1,ng3,3,3,128,1
1,ng3,3,3,129,1
1,ng3,3,3,130,1
1,ng3,3,3,131,1
1,ng3,3,3,132,1
1,ng3,3,3,133,1
1,ng3,3,3,134,1
1,ng3,3,3,135,1
1,ng3,3,3,136,1
1,ng3,3,3,137,1
1,ng3,3,3,138,1
1,ng3,3,3,139,1
1,ng3,3,3,140,1
1,ng3,3,3,141,1
1,ng3,3,3,142,1
1,ng3,3,3,143,1
1,ng3,3,3,144,1
1,ng3,3,3,145,1
1,ng3,3,3,146,1
1,ng3,3,3,147,1
1,ng3,3,3,148,1
1,ng3,3,3,149,1
1,ng3,3,3,150,1
1,ng3,3,3,151,1
1,ng3,3,3,152,1
1,ng3,3,3,153,1
1,ng3,3,3,154,1
1,ng3,3,3,155,1
1,ng3,3,3,156,1
1,ng3,3,3,157,1
1,ng3,3,3,158,1
1,ng3,3,3,159,1
1,ng3,3,3,160,1
1,ng3,3,3,161,1
1,ng3,3,3,162,1
1,ng3,3,3,163,1
1,ng3,3,3,164,1
1,ng3,3,3,165,1
1,ng3,3,3,166,1
1,ng3,3,3,167,1
1,ng3,3,3,168,1
1,ng3,3,3,169,1
1,ng3,3,3,170,1
1,ng3,3,3,171,1
1,ng3,3,3,172,1
1,ng3,3,3,173,1
1,ng3,3,3,174,1
1,ng3,3,3,175,1
1,ng3,3,3,176,1
1,ng3,3,3,177,1
1,ng3,3,3,178,1
1,ng3,3,3,179,1
1,ng3,3,3,180,1
1,ng3,3,3,181,1
1,ng3,3,3,182,1
1,ng3,3,3,183,1
1,ng3,3,3,184,1
1,ng3,3,3,185,1
1,ng3,3,3,186,1
1,ng3,3,3,187,1
1,ng3,3,3,188,1
1,ng3,3,3,189,1
1,ng3,3,3,190,1
1,ng3,3,3,191,1
1,ng3,3,3,192,1
1,ng3,3,3,193,1
1,ng3,3,3,194,1
1,ng3,3,3,195,1
1,ng3,3,3,196,1
1,ng3,3,3,197,1
1,ng3,3,3,198,1
1,ng3,3,3,199,1
1,ng3,3,3,200,1
1,ng3,3,4,1,1
1,ng3,3,4,2,1
1,ng3,3,4,3,1
1,ng3,3,4,4,1
1,ng3,3,4,5,1
1,ng3,3,4,6,1
1,ng3,3,4,7,1
1,ng3,3,4,8,1
1,ng3,3,4,9,1
1,ng3,3,4,10,1
1,ng3,3,4,11,1
1,ng3,3,4,12,1
1,ng3,3,4,13,1
1,ng3,3,4,14,1
1,ng3,3,4,15,1
1,ng3,3,4,16,1
1,ng3,3,4,17,1
1,ng3,3,4,18,1
1,ng3,3,4,19,1
1,ng3,3,4,20,1
1,ng3,3,4,21,1
1,ng3,3,4,22,1
1,ng3,3,4,23,1
1,ng3,3,4,24,1
1,ng3,3,4,25,1
1,ng3,3,4,26,1
1,ng3,3,4,27,1
1,ng3,3,4,28,1
1,ng3,3,4,29,1
1,ng3,3,4,30,1
1,ng3,3,4,31,1
1,ng3,3,4,32,1
1,ng3,3,4,33,1
1,ng3,3,4,34,1
1,ng3,3,4,35,1
1,ng3,3,4,36,1
1,ng3,3,4,37,1
1,ng3,3,4,38,1
1,ng3,3,4,39,1
1,ng3,3,4,40,1
1,ng3,3,4,41,1
1,ng3,3,4,42,1
1,ng3,3,4,43,1
1,ng3,3,4,44,1
1,ng3,3,4,45,1
1,ng3,3,4,46,1
1,ng3,3,4,47,1
1,ng3,3,4,48,1
1,ng3,3,4,49,1
1,ng3,3,4,50,1
1,ng3,3,4,51,1
1,ng3,3,4,52,1
1,ng3,3,4,53,1
1,ng3,3,4,54,1
1,ng3,3,4,55,1
1,ng3,3,4,56,1
1,ng3,3,4,57,1
1,ng3,3,4,58,1
1,ng3,3,4,59,1
1,ng3,3,4,60,1
1,ng3,3,4,61,1
1,ng3,3,4,62,1
1,ng3,3,4,63,1
1,ng3,3,4,64,1
1,ng3,3,4,65,1
1,ng3,3,4,66,1
1,ng3,3,4,67,1
1,ng3,3,4,68,1
1,ng3,3,4,69,1
1,ng3,3,4,70,1
1,ng3,3,4,71,1
1,ng3,3,4,72,1
1,ng3,3,4,73,1
1,ng3,3,4,74,1
1,ng3,3,4,75,1
1,ng3,3,4,76,1
1,ng3,3,4,77,1
1,ng3,3,4,78,1
1,ng3,3,4,79,1
1,ng3,3,4,80,1
1,ng3,3,4,81,1
1,ng3,3,4,82,1
1,ng3,3,4,83,1
1,ng3,3,4,84,1
1,ng3,3,4,85,1
1,ng3,3,4,86,1
1,ng3,3,4,87,1
1,ng3,3,4,88,1
1,ng3,3,4,89,1
1,ng3,3,4,90,1
1,ng3,3,4,91,1
1,ng3,3,4,92,1
1,ng3,3,4,93,1
1,ng3,3,4,94,1
1,ng3,3,4,95,1
1,ng3,3,4,96,1
1,ng3,3,4,97,1
1,ng3,3,4,98,1
1,ng3,3,4,99,1
1,ng3,3,4,100,1
1,ng3,3,4,101,1
1,ng3,3,4,102,1
1,ng3,3,4,103,1
1,ng3,3,4,104,1
1,ng3,3,4,105,1
1,ng3,3,4,106,1
1,ng3,3,4,107,1
1,ng3,3,4,108,1
1,ng3,3,4,109,1
1,ng3,3,4,110,1
1,ng3,3,4,111,1
1,ng3,3,4,112,1
1,ng3,3,4,113,1
1,ng3,3,4,114,1
1,ng3,3,4,115,1
1,ng3,3,4,116,1
1,ng3,3,4,117,1
1,ng3,3,4,118,1
1,ng3,3,4,119,1
1,ng3,3,4,120,1
1,ng3,3,4,121,1
1,ng3,3,4,122,1
1,ng3,3,4,123,1
1,ng3,3,4,124,1
1,ng3,3,4,125,1
1,ng3,3,4,126,1
1,ng3,3,4,127,1
1,ng3,3,4,128,1
1,ng3,3,4,129,1
1,ng3,3,4,130,1
1,ng3,3,4,131,1
1,ng3,3,4,132,1
1,ng3,3,4,133,1
1,ng3,3,4,134,1
1,ng3,3,4,135,1
1,ng3,3,4,136,1
1,ng3,3,4,137,1
1,ng3,3,4,138,1
1,ng3,3,4,139,1
1,ng3,3,4,140,1
1,ng3,3,4,141,1
1,ng3,3,4,142,1
1,ng3,3,4,143,1
1,ng3,3,4,144,1
1,ng3,3,4,145,1
1,ng3,3,4,146,1
1,ng3,3,4,147,1
1,ng3,3,4,148,1
1,ng3,3,4,149,1
1,ng3,3,4,150,1
1,ng3,3,4,151,1
1,ng3,3,4,152,1
1,ng3,3,4,153,1
1,ng3,3,4,154,1
1,ng3,3,4,155,1
1,ng3,3,4,156,1
1,ng3,3,4,157,1
1,ng3,3,4,158,1
1,ng3,3,4,159,1
1,ng3,3,4,160,1
1,ng3,3,4,161,1
1,ng3,3,4,162,1
1,ng3,3,4,163,1
1,ng3,3,4,164,1
1,ng3,3,4,165,1
1,ng3,3,4,166,1
1,ng3,3,4,167,1
1,ng3,3,4,168,1
1,ng3,3,4,169,1
1,ng3,3,4,170,1
1,ng3,3,4,171,1
1,ng3,3,4,172,1
1,ng3,3,4,173,1
1,ng3,3,4,174,1
1,ng3,3,4,175,1
1,ng3,3,4,176,1
1,ng3,3,4,177,1
1,ng3,3,4,178,1
1,ng3,3,4,179,1
1,ng3,3,4,180,1
1,ng3,3,4,181,1
1,ng3,3,4,182,1
1,ng3,3,4,183,1
1,ng3,3,4,184,1
1,ng3,3,4,185,1
1,ng3,3,4,186,1
1,ng3,3,4,187,1
1,ng3,3,4,188,1
1,ng3,3,4,189,1
1,ng3,3,4,190,1
1,ng3,3,4,191,1
1,ng3,3,4,192,1
1,ng3,3,4,193,1
1,ng3,3,4,194,1
1,ng3,3,4,195,1
1,ng3,3,4,196,1
1,ng3,3,4,197,1
1,ng3,3,4,198,1
1,ng3,3,4,199,1
1,ng3,3,4,200,1
1,ng3,4,1,1,1
1,ng3,4,1,2,1
1,ng3,4,1,3,1
1,ng3,4,1,4,1
1,ng3,4,1,5,1
1,ng3,4,1,6,1
1,ng3,4,1,7,1
1,ng3,4,1,8,1
1,ng3,4,1,9,1
1,ng3,4,1,10,1
1,ng3,4,1,11,1
1,ng3,4,1,12,1
1,ng3,4,1,13,1
1,ng3,4,1,14,1
1,ng3,4,1,15,1
1,ng3,4,1,16,1
1,ng3,4,1,17,1
1,ng3,4,1,18,1
1,ng3,4,1,19,1
1,ng3,4,1,20,1
1,ng3,4,1,21,1
1,ng3,4,1,22,1
1,ng3,4,1,23,1
1,ng3,4,1,24,1
1,ng3,4,1,25,1
1,ng3,4,1,26,1
1,ng3,4,1,27,1
1,ng3,4,1,28,1
1,ng3,4,1,29,1
1,ng3,4,1,30,1
1,ng3,4,1,31,1
1,ng3,4,1,32,1
1,ng3,4,1,33,1
1,ng3,4,1,34,1
1,ng3,4,1,35,1
1,ng3,4,1,36,1
1,ng3,4,1,37,1
1,ng3,4,1,38,1
1,ng3,4,1,39,1
1,ng3,4,1,40,1
1,ng3,4,1,41,1
1,ng3,4,1,42,1
1,ng3,4,1,43,1
1,ng3,4,1,44,1
1,ng3,4,1,45,1
1,ng3,4,1,46,1
1,ng3,4,1,47,1
1,ng3,4,1,48,1
1,ng3,4,1,49,1
1,ng3,4,1,50,1
1,ng3,4,1,51,1
1,ng3,4,1,52,1
1,ng3,4,1,53,1
1,ng3,4,1,54,1
1,ng3,4,1,55,1
1,ng3,4,1,56,1
1,ng3,4,1,57,1
1,ng3,4,1,58,1
1,ng3,4,1,59,1
1,ng3,4,1,60,1
1,ng3,4,1,61,1
1,ng3,4,1,62,1
1,ng3,4,1,63,1
1,ng3,4,1,64,1
1,ng3,4,1,65,1
1,ng3,4,1,66,1
1,ng3,4,1,67,1
1,ng3,4,1,68,1
1,ng3,4,1,69,1
1,ng3,4,1,70,1
1,ng3,4,1,71,1
1,ng3,4,1,72,1
1,ng3,4,1,73,1
1,ng3,4,1,74,1
1,ng3,4,1,75,1
1,ng3,4,1,76,1
1,ng3,4,1,77,1
1,ng3,4,1,78,1
1,ng3,4,1,79,1
1,ng3,4,1,80,1
1,ng3,4,1,81,1
1,ng3,4,1,82,1
1,ng3,4,1,83,1
1,ng3,4,1,84,1
1,ng3,4,1,85,1
1,ng3,4,1,86,1
1,ng3,4,1,87,1
1,ng3,4,1,88,1
1,ng3,4,1,89,1
1,ng3,4,1,90,1
1,ng3,4,1,91,1
1,ng3,4,1,92,1
1,ng3,4,1,93,1
1,ng3,4,1,94,1
1,ng3,4,1,95,1
1,ng3,4,1,96,1
1,ng3,4,1,97,1
1,ng3,4,1,98,1
1,ng3,4,1,99,1
1,ng3,4,1,100,1
1,ng3,4,1,101,1
1,ng3,4,1,102,1
1,ng3,4,1,103,1
1,ng3,4,1,104,1
1,ng3,4,1,105,1
1,ng3,4,1,106,1
1,ng3,4,1,107,1
1,ng3,4,1,108,1
1,ng3,4,1,109,1
1,ng3,4,1,110,1
1,ng3,4,1,111,1
1,ng3,4,1,112,1
1,ng3,4,1,113,1
1,ng3,4,1,114,1
1,ng3,4,1,115,1
1,ng3,4,1,116,1
1,ng3,4,1,117,1
1,ng3,4,1,118,1
1,ng3,4,1,119,1
1,ng3,4,1,120,1
1,ng3,4,1,121,1
1,ng3,4,1,122,1
1,ng3,4,1,123,1
1,ng3,4,1,124,1
1,ng3,4,1,125,1
1,ng3,4,1,126,1
1,ng3,4,1,127,1
1,ng3,4,1,128,1
1,ng3,4,1,129,1
1,ng3,4,1,130,1
1,ng3,4,1,131,1
1,ng3,4,1,132,1
1,ng3,4,1,133,1
1,ng3,4,1,134,1
1,ng3,4,1,135,1
1,ng3,4,1,136,1
1,ng3,4,1,137,1
1,ng3,4,1,138,1
1,ng3,4,1,139,1
1,ng3,4,1,140,1
1,ng3,4,1,141,1
1,ng3,4,1,142,1
1,ng3,4,1,143,1
1,ng3,4,1,144,1
1,ng3,4,1,145,1
1,ng3,4,1,146,1
1,ng3,4,1,147,1
1,ng3,4,1,148,1
1,ng3,4,1,149,1
1,ng3,4,1,150,1
1,ng3,4,1,151,1
1,ng3,4,1,152,1
1,ng3,4,1,153,1
1,ng3,4,1,154,1
1,ng3,4,1,155,1
1,ng3,4,1,156,1
1,ng3,4,1,157,1
1,ng3,4,1,158,1
1,ng3,4,1,159,1
1,ng3,4,1,160,1
1,ng3,4,1,161,1
1,ng3,4,1,162,1
1,ng3,4,1,163,1
1,ng3,4,1,164,1
1,ng3,4,1,165,1
1,ng3,4,1,166,1
1,ng3,4,1,167,1
1,ng3,4,1,168,1
1,ng3,4,1,169,1
1,ng3,4,1,170,1
1,ng3,4,1,171,1
1,ng3,4,1,172,1
1,ng3,4,1,173,1
1,ng3,4,1,174,1
1,ng3,4,1,175,1
1,ng3,4,1,176,1
1,ng3,4,1,177,1
1,ng3,4,1,178,1
1,ng3,4,1,179,1
1,ng3,4,1,180,1
1,ng3,4,1,181,1
1,ng3,4,1,182,1
1,ng3,4,1,183,1
1,ng3,4,1,184,1
1,ng3,4,1,185,1
1,ng3,4,1,186,1
1,ng3,4,1,187,1
1,ng3,4,1,188,1
1,ng3,4,1,189,1
1,ng3,4,1,190,1
1,ng3,4,1,191,1
1,ng3,4,1,192,1
1,ng3,4,1,193,1
1,ng3,4,1,194,1
1,ng3,4,1,195,1
1,ng3,4,1,196,1
1,ng3,4,1,197,1
1,ng3,4,1,198,1
1,ng3,4,1,199,1
1,ng3,4,1,200,1
1,ng3,4,2,1,1
1,ng3,4,2,2,1
1,ng3,4,2,3,1
1,ng3,4,2,4,1
1,ng3,4,2,5,1
1,ng3,4,2,6,1
1,ng3,4,2,7,1
1,ng3,4,2,8,1
1,ng3,4,2,9,1
1,ng3,4,2,10,1
1,ng3,4,2,11,1
1,ng3,4,2,12,1
1,ng3,4,2,13,1
1,ng3,4,2,14,1
1,ng3,4,2,15,1
1,ng3,4,2,16,1
1,ng3,4,2,17,1
1,ng3,4,2,18,1
1,ng3,4,2,19,1
1,ng3,4,2,20,1
1,ng3,4,2,21,1
1,ng3,4,2,22,1
1,ng3,4,2,23,1
1,ng3,4,2,24,1
1,ng3,4,2,25,1
1,ng3,4,2,26,1
1,ng3,4,2,27,1
1,ng3,4,2,28,1
1,ng3,4,2,29,1
1,ng3,4,2,30,1
1,ng3,4,2,31,1
1,ng3,4,2,32,1
1,ng3,4,2,33,1
1,ng3,4,2,34,1
1,ng3,4,2,35,1
1,ng3,4,2,36,1
1,ng3,4,2,37,1
1,ng3,4,2,38,1
1,ng3,4,2,39,1
1,ng3,4,2,40,1
1,ng3,4,2,41,1
1,ng3,4,2,42,1
1,ng3,4,2,43,1
1,ng3,4,2,44,1
1,ng3,4,2,45,1
1,ng3,4,2,46,1
1,ng3,4,2,47,1
1,ng3,4,2,48,1
1,ng3,4,2,49,1
1,ng3,4,2,50,1
1,ng3,4,2,51,1
1,ng3,4,2,52,1
1,ng3,4,2,53,1
1,ng3,4,2,54,1
1,ng3,4,2,55,1
1,ng3,4,2,56,1
1,ng3,4,2,57,1
1,ng3,4,2,58,1
1,ng3,4,2,59,1
1,ng3,4,2,60,1
1,ng3,4,2,61,1
1,ng3,4,2,62,1
1,ng3,4,2,63,1
1,ng3,4,2,64,1
1,ng3,4,2,65,1
1,ng3,4,2,66,1
1,ng3,4,2,67,1
1,ng3,4,2,68,1
1,ng3,4,2,69,1
1,ng3,4,2,70,1
1,ng3,4,2,71,1
1,ng3,4,2,72,1
1,ng3,4,2,73,1
1,ng3,4,2,74,1
1,ng3,4,2,75,1
1,ng3,4,2,76,1
1,ng3,4,2,77,1
1,ng3,4,2,78,1
1,ng3,4,2,79,1
1,ng3,4,2,80,1
1,ng3,4,2,81,1
1,ng3,4,2,82,1
1,ng3,4,2,83,1
1,ng3,4,2,84,1
1,ng3,4,2,85,1
1,ng3,4,2,86,1
1,ng3,4,2,87,1
1,ng3,4,2,88,1
1,ng3,4,2,89,1
1,ng3,4,2,90,1
1,ng3,4,2,91,1
1,ng3,4,2,92,1
1,ng3,4,2,93,1
1,ng3,4,2,94,1
1,ng3,4,2,95,1
1,ng3,4,2,96,1
1,ng3,4,2,97,1
1,ng3,4,2,98,1
1,ng3,4,2,99,1
1,ng3,4,2,100,1
1,ng3,4,2,101,1
1,ng3,4,2,102,1
1,ng3,4,2,103,1
1,ng3,4,2,104,1
1,ng3,4,2,105,1
1,ng3,4,2,106,1
1,ng3,4,2,107,1
1,ng3,4,2,108,1
1,ng3,4,2,109,1
1,ng3,4,2,110,1
1,ng3,4,2,111,1
1,ng3,4,2,112,1
1,ng3,4,2,113,1
1,ng3,4,2,114,1
1,ng3,4,2,115,1
1,ng3,4,2,116,1
1,ng3,4,2,117,1
1,ng3,4,2,118,1
1,ng3,4,2,119,1
1,ng3,4,2,120,1
1,ng3,4,2,121,1
1,ng3,4,2,122,1
1,ng3,4,2,123,1
1,ng3,4,2,124,1
1,ng3,4,2,125,1
1,ng3,4,2,126,1
1,ng3,4,2,127,1
1,ng3,4,2,128,1
1,ng3,4,2,129,1
1,ng3,4,2,130,1
1,ng3,4,2,131,1
1,ng3,4,2,132,1
1,ng3,4,2,133,1
1,ng3,4,2,134,1
1,ng3,4,2,135,1
1,ng3,4,2,136,1
1,ng3,4,2,137,1
1,ng3,4,2,138,1
1,ng3,4,2,139,1
1,ng3,4,2,140,1
1,ng3,4,2,141,1
1,ng3,4,2,142,1
1,ng3,4,2,143,1
1,ng3,4,2,144,1
1,ng3,4,2,145,1
1,ng3,4,2,146,1
1,ng3,4,2,147,1
1,ng3,4,2,148,1
1,ng3,4,2,149,1
1,ng3,4,2,150,1
1,ng3,4,2,151,1
1,ng3,4,2,152,1
1,ng3,4,2,153,1
1,ng3,4,2,154,1
1,ng3,4,2,155,1
1,ng3,4,2,156,1
1,ng3,4,2,157,1
1,ng3,4,2,158,1
1,ng3,4,2,159,1
1,ng3,4,2,160,1
1,ng3,4,2,161,1
1,ng3,4,2,162,1
1,ng3,4,2,163,1
1,ng3,4,2,164,1
1,ng3,4,2,165,1
1,ng3,4,2,166,1
1,ng3,4,2,167,1
1,ng3,4,2,168,1
1,ng3,4,2,169,1
1,ng3,4,2,170,1
1,ng3,4,2,171,1
1,ng3,4,2,172,1
1,ng3,4,2,173,1
1,ng3,4,2,174,1
1,ng3,4,2,175,1
1,ng3,4,2,176,1
1,ng3,4,2,177,1
1,ng3,4,2,178,1
1,ng3,4,2,179,1
1,ng3,4,2,180,1
1,ng3,4,2,181,1
1,ng3,4,2,182,1
1,ng3,4,2,183,1
1,ng3,4,2,184,1
1,ng3,4,2,185,1
1,ng3,4,2,186,1
1,ng3,4,2,187,1
1,ng3,4,2,188,1
1,ng3,4,2,189,1
1,ng3,4,2,190,1
1,ng3,4,2,191,1
1,ng3,4,2,192,1
1,ng3,4,2,193,1
1,ng3,4,2,194,1
1,ng3,4,2,195,1
1,ng3,4,2,196,1
1,ng3,4,2,197,1
1,ng3,4,2,198,1
1,ng3,4,2,199,1
1,ng3,4,2,200,1
1,ng3,4,3,1,1
1,ng3,4,3,2,1
1,ng3,4,3,3,1
1,ng3,4,3,4,1
1,ng3,4,3,5,1
1,ng3,4,3,6,1
1,ng3,4,3,7,1
1,ng3,4,3,8,1
1,ng3,4,3,9,1
1,ng3,4,3,10,1
1,ng3,4,3,11,1
1,ng3,4,3,12,1
1,ng3,4,3,13,1
1,ng3,4,3,14,1
1,ng3,4,3,15,1
1,ng3,4,3,16,1
1,ng3,4,3,17,1
1,ng3,4,3,18,1
1,ng3,4,3,19,1
1,ng3,4,3,20,1
1,ng3,4,3,21,1
1,ng3,4,3,22,1
1,ng3,4,3,23,1
1,ng3,4,3,24,1
1,ng3,4,3,25,1
1,ng3,4,3,26,1
1,ng3,4,3,27,1
1,ng3,4,3,28,1
1,ng3,4,3,29,1
1,ng3,4,3,30,1
1,ng3,4,3,31,1
1,ng3,4,3,32,1
1,ng3,4,3,33,1
1,ng3,4,3,34,1
1,ng3,4,3,35,1
1,ng3,4,3,36,1
1,ng3,4,3,37,1
1,ng3,4,3,38,1
1,ng3,4,3,39,1
1,ng3,4,3,40,1
1,ng3,4,3,41,1
1,ng3,4,3,42,1
1,ng3,4,3,43,1
1,ng3,4,3,44,1
1,ng3,4,3,45,1
1,ng3,4,3,46,1
1,ng3,4,3,47,1
1,ng3,4,3,48,1
1,ng3,4,3,49,1
1,ng3,4,3,50,1
1,ng3,4,3,51,1
1,ng3,4,3,52,1
1,ng3,4,3,53,1
1,ng3,4,3,54,1
1,ng3,4,3,55,1
1,ng3,4,3,56,1
1,ng3,4,3,57,1
1,ng3,4,3,58,1
